@RELATION P1BotAgent-freq_1-1803_120855-training

  @ATTRIBUTE timeSpent NUMERIC
  @ATTRIBUTE timeLeft NUMERIC
  @ATTRIBUTE intermediateReward NUMERIC
  @ATTRIBUTE intermediateRewardWonLastTick NUMERIC
  @ATTRIBUTE intermediateRewardWonLast6Ticks NUMERIC
  @ATTRIBUTE intermediaRewardPredicted6 NUMERIC
  @ATTRIBUTE intermediaRewardPredicted12 NUMERIC
  @ATTRIBUTE intermediaRewardPredicted24 NUMERIC
  @ATTRIBUTE nearestEnemyLeftDistance NUMERIC
  @ATTRIBUTE nearestEnemyLef_X NUMERIC
  @ATTRIBUTE nearestEnemyLeft_Y NUMERIC
  @ATTRIBUTE nearestEnemyRightDistance NUMERIC
  @ATTRIBUTE nearestEnemyRight_X NUMERIC
  @ATTRIBUTE nearestEnemyRight_Y NUMERIC
  @ATTRIBUTE nearestBlockLeftDistance NUMERIC
  @ATTRIBUTE nearestBlockLeft_X NUMERIC
  @ATTRIBUTE nearestBlockLeft_Y NUMERIC
  @ATTRIBUTE nearestBlockRightDistance NUMERIC
  @ATTRIBUTE nearestBlockRight_X NUMERIC
  @ATTRIBUTE nearestBlockRight_Y NUMERIC
  @ATTRIBUTE nearestCoinLeftDistance NUMERIC
  @ATTRIBUTE nearestCoinLeft_X NUMERIC
  @ATTRIBUTE nearestCoinLeft_Y NUMERIC
  @ATTRIBUTE nearestCoinRightDistance NUMERIC
  @ATTRIBUTE nearestCoinRight_X NUMERIC
  @ATTRIBUTE nearestCoinRight_Y NUMERIC
  @ATTRIBUTE enemyNearRight {0, 1}
  @ATTRIBUTE blockNearRight {0, 1}
  @ATTRIBUTE enemyAheadOnFloorHeight {0, 1}
  @ATTRIBUTE blockAheadOnFloorHeight {0, 1}
  @ATTRIBUTE isMarioOnGround {0, 1}
  @ATTRIBUTE isMarioAbleToJump {0, 1}
  @ATTRIBUTE isMarioAbleToShoot {0, 1}
  @ATTRIBUTE isMarioCarrying {0, 1}
  @ATTRIBUTE enemyWasKilledBin {0, 1}
  @ATTRIBUTE marioWasInjuredBin {0, 1}
  @ATTRIBUTE isSlopeDown {0, 1}
  @ATTRIBUTE coinsGainedLastTick NUMERIC
  @ATTRIBUTE marioMode NUMERIC
  @ATTRIBUTE marioStatus NUMERIC
  @ATTRIBUTE actionKey {0, 1, 2, 3}

@DATA
4,195,-1,0,0,-1,-1,-1,12.728,0,0,3.606,12,7,3.000,6,9,3.000,12,9,12.728,0,0,7.616,16,6,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2
4,195,-1,0,0,-1,-1,-1,12.728,0,0,3.606,12,7,3.000,6,9,3.000,12,9,12.728,0,0,7.616,16,6,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2
4,195,-1,0,0,-1,-1,-1,12.728,0,0,3.606,12,7,3.000,6,9,3.000,12,9,12.728,0,0,7.616,16,6,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2
5,195,-1,0,0,-1,-1,-1,12.728,0,0,2.236,10,7,4.000,5,9,2.000,11,9,12.728,0,0,6.708,15,6,0,1,0,1,1,1,1,0,0,0,0,0,2,2,2
5,195,-1,0,0,-1,-1,-1,12.728,0,0,2.236,10,7,4.000,5,9,2.000,11,9,12.728,0,0,6.708,15,6,0,1,0,1,0,0,1,0,0,0,0,0,2,2,3
5,194,-1,0,0,-1,-1,-1,12.728,0,0,1.414,10,8,12.728,0,0,2.000,11,9,12.728,0,0,6.325,15,7,1,1,0,1,0,0,1,0,0,0,0,0,2,2,3
5,194,-43,-42,-42,-85,-85,-85,.000,9,9,12.728,18,18,12.728,0,0,6.000,15,9,12.728,0,0,5.099,14,8,0,0,0,1,0,0,1,0,0,1,0,0,1,2,3
5,194,-43,0,-42,-85,-85,-85,2.000,9,11,12.728,18,18,12.728,0,0,8.602,14,2,12.728,0,0,5.000,14,9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3
5,194,-43,0,-42,-85,-85,-85,2.000,9,11,12.728,18,18,12.728,0,0,8.602,14,2,12.728,0,0,5.000,14,9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2
5,194,-43,0,-42,-85,-85,-85,2.236,8,11,9.849,18,13,12.728,0,0,8.062,13,2,12.728,0,0,4.000,13,9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2
5,194,-43,0,-42,-85,-85,-85,3.162,8,12,9.849,18,13,12.728,0,0,8.062,13,2,12.728,0,0,4.000,13,9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2
5,194,-43,0,-42,-85,-85,-85,3.162,8,12,9.849,18,13,12.728,0,0,8.062,13,2,12.728,0,0,4.000,13,9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2
5,194,-43,0,0,-43,-85,-85,2.828,7,11,8.544,17,12,12.728,0,0,4.000,13,9,12.728,0,0,3.162,12,8,0,0,0,1,0,0,1,0,0,0,0,0,1,2,2
5,194,-43,0,0,-43,-85,-85,3.606,6,11,9.487,18,12,12.728,0,0,4.000,13,9,12.728,0,0,3.162,12,8,0,0,0,1,1,0,1,0,0,0,0,0,1,2,2
5,194,-43,0,0,-43,-85,-85,3.606,6,11,9.487,18,12,12.728,0,0,4.000,13,9,12.728,0,0,3.162,12,8,0,0,0,1,1,1,1,0,0,0,0,0,1,2,2
5,194,-43,0,0,-43,-85,-85,4.472,5,11,8.544,17,12,12.728,0,0,3.000,12,9,12.728,0,0,2.236,11,8,0,0,0,1,1,1,1,0,0,0,0,0,1,2,2
5,194,-43,0,0,-43,-85,-85,4.472,5,11,8.544,17,12,12.728,0,0,3.000,12,9,12.728,0,0,2.236,11,8,0,0,0,1,1,1,1,0,0,0,0,0,1,2,2
5,194,-43,0,0,-43,-85,-85,4.472,5,11,8.544,17,12,12.728,0,0,3.000,12,9,12.728,0,0,2.236,11,8,0,0,0,1,1,1,1,0,0,0,0,0,1,2,2
6,194,-43,0,0,-43,-43,-85,5.385,4,11,7.616,16,12,12.728,0,0,2.000,11,9,12.728,0,0,1.414,10,8,0,1,0,1,1,1,1,0,0,0,0,0,1,2,2
6,194,-43,0,0,-43,-43,-85,5.385,4,11,7.616,16,12,12.728,0,0,2.000,11,9,12.728,0,0,1.414,10,8,0,1,0,1,0,0,1,0,0,0,0,0,1,2,3
6,193,-11,32,32,21,21,-21,5.831,4,12,8.062,16,13,12.728,0,0,7.071,10,2,12.728,0,0,2.000,11,9,0,0,0,1,0,0,1,0,0,0,0,2,1,2,3
6,193,-11,0,32,21,21,-21,7.211,3,13,7.810,15,14,6.000,9,3,6.083,10,3,12.728,0,0,1.000,10,9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3
6,193,-11,0,32,21,21,-21,8.062,2,13,7.810,15,14,6.000,9,3,6.083,10,3,12.728,0,0,1.000,10,9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2
6,193,5,16,48,53,53,11,9.434,1,14,7.810,14,15,5.000,9,4,7.071,16,8,2.000,9,11,1.414,10,10,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2
